Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Alphabaculovirus thorichlaceae,3048363,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,429,0.186713,0.191001
Alphabaculovirus travishnous,3059716,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,129,0.0561443,0.0574339
Alphabaculovirus trini,3048436,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,25,0.0108807,0.0111306
Alphabaculovirus urprotei,3048442,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,17,0.00739886,0.00756881
Alphacarmovirus dianthi,3047728,Viruses;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Alphacarmovirus,2,0.000870455,0.000890448
Alphacarmovirus pelargonii,3048255,Viruses;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae;Alphacarmovirus,2,0.000870455,0.000890448
Alphachrysovirus anthurii,2560296,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,3,0.00130568,0.00133567
Alphachrysovirus aspergilli,607716,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,2,0.000870455,0.000890448
Alphachrysovirus cerasi,284687,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,16,0.00696364,0.00712359
Alphachrysovirus chrysothricis,2955242,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,52,0.0226318,0.0231517
Alphachrysovirus colletotrichi,2560390,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphachrysovirus cryphonectriae,2955243,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,3,0.00130568,0.00133567
Alphachrysovirus helminthosporii,2955245,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,2,0.000870455,0.000890448
Alphachrysovirus isariae,2560531,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphachrysovirus penicillii,2955246,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphachrysovirus perseae,2955248,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphachrysovirus raphani,2560701,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphachrysovirus verticillii,2955249,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Chrysoviridae;Alphachrysovirus,1,0.000435227,0.000445224
Alphacoronavirus amsterdamense,3433809,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,6,0.00261136,0.00267134
Alphacoronavirus chicagoense,3433756,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus ferrumequini,3433752,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus hipposideri,3433753,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus miniopteri,3433779,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,7,0.00304659,0.00311657
Alphacoronavirus myotis,3433749,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus neovisontis,3433778,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,6,0.00261136,0.00267134
Alphacoronavirus nyctali,3433784,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,5,0.00217614,0.00222612
Alphacoronavirus pipistrelli,3433785,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,4,0.00174091,0.0017809
Alphacoronavirus porci,3433789,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,36,0.0156682,0.0160281
Alphacoronavirus pusilli,3433780,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,1,0.000435227,0.000445224
Alphacoronavirus ratti,3433770,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,2,0.000870455,0.000890448
Alphacoronavirus rhinolophi,3433795,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus ricketti,3433782,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,2,0.000870455,0.000890448
Alphacoronavirus rousetti,3433754,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,3,0.00130568,0.00133567
Alphacoronavirus scotophili,3158245,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,54,0.0235023,0.0240421
Alphacoronavirus sp.,1906673,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,25,0.0108807,0.0111306
Alphacoronavirus suis,3433814,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,4,0.00174091,0.0017809
Alphacoronavirus triaenopis,3433810,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,7,0.00304659,0.00311657
Alphacoronavirus tylonycteridis,3433786,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae;Alphacoronavirus,2,0.000870455,0.000890448
Alphacrustrhavirus wenling,2846657,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacrustrhavirus,2,0.000870455,0.000890448
Alphacrustrhavirus zhejiang,2846696,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacrustrhavirus,1,0.000435227,0.000445224
Alphacystovirus phi8,3426098,Viruses;Duplornaviricota;Vidaverviricetes;Mindivirales;Cystoviridae;Alphacystovirus,2,0.000870455,0.000890448
Alphacytorhabdovirus alphafragariae,3426103,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,3,0.00130568,0.00133567
Alphacytorhabdovirus alphamedicagonis,3426104,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,2,0.000870455,0.000890448
Alphacytorhabdovirus alphawuhaninsectum,3426109,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,16,0.00696364,0.00712359
Alphacytorhabdovirus bacopae,3426113,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,7,0.00304659,0.00311657
Alphacytorhabdovirus betatrifolii,3426121,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,1,0.000435227,0.000445224
Alphacytorhabdovirus betawuhaninsectum,3426122,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,2,0.000870455,0.000890448
Alphacytorhabdovirus fragariarugosus,3426134,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,28,0.0121864,0.0124663
Alphacytorhabdovirus kenyatuberosum,3426143,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,6,0.00261136,0.00267134
Alphacytorhabdovirus lycopersici,3426146,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,2,0.000870455,0.000890448
Alphacytorhabdovirus nymphaeae,3426149,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,1,0.000435227,0.000445224
Alphacytorhabdovirus persimmon,3426154,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphacytorhabdovirus,2,0.000870455,0.000890448
Alphadintovirus mayetiola,2843674,Viruses;Preplasmiviricota;Polintoviricetes;Amphintovirales;Eupolintoviridae;Alphadintovirus,1,0.000435227,0.000445224
Alphadrosrhavirus hubei,2844861,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus,2,0.000870455,0.000890448
Alphadrosrhavirus shayang,2846193,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphadrosrhavirus,3,0.00130568,0.00133567
Alphaendornavirus agarici,2734345,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,14,0.00609318,0.00623314
Alphaendornavirus basellae,3426170,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus capsici,3426171,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus cucumis,3426172,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus erysiphes,3426174,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus fucapsici,3426175,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus fuphaseoli,3426176,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus helianthi,3426177,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,6,0.00261136,0.00267134
Alphaendornavirus helicobasidii,3426178,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,3,0.00130568,0.00133567
Alphaendornavirus hordei,3426179,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus lagenariae,3426180,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus miphaseoli,3426181,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus oryzae,3426182,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,4,0.00174091,0.0017809
Alphaendornavirus perseae,3426183,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus psophocarpi,3426186,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus rhizocerealis,3426187,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus rhizosolani,3426188,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus rupifigonis,3411032,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,1,0.000435227,0.000445224
Alphaendornavirus vitis,3426190,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaendornavirus yerbae,3412420,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus,2,0.000870455,0.000890448
Alphaentomopoxvirus acuprea,62099,Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Alphaentomopoxvirus,108,0.0470045,0.0480842
Alphafusarivirus aspergilli,2955259,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus auriculariae,2955260,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus botryospheriae,2955261,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,2,0.000870455,0.000890448
Alphafusarivirus botrytidis,2955262,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus italiae,2955265,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,6,0.00261136,0.00267134
Alphafusarivirus neofusicocci,2955267,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus neurosporae,2955268,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus penicilli,2955269,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus plasmoparae,2955270,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus portobelli,2955272,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,1,0.000435227,0.000445224
Alphafusarivirus rhizoctoniae,2955273,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,4,0.00174091,0.0017809
Alphafusarivirus roselliniae,2955276,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,2,0.000870455,0.000890448
Alphafusarivirus rutstroemiae,2955277,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,10,0.00435227,0.00445224
Alphafusarivirus sclerotii,2955278,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,17,0.00739886,0.00756881
Alphafusarivirus zymoseptoriae,2955279,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae;Alphafusarivirus,2,0.000870455,0.000890448
Alphafusellovirus beppuense,3426194,Viruses;;;;Fuselloviridae;Alphafusellovirus,3,0.00130568,0.00133567
Alphafusellovirus kamchatkaense,3426197,Viruses;;;;Fuselloviridae;Alphafusellovirus,5,0.00217614,0.00222612
Alphafusellovirus reykjanesense,3426198,Viruses;;;;Fuselloviridae;Alphafusellovirus,1,0.000435227,0.000445224
Alphafusellovirus yellowstonense,3426199,Viruses;;;;Fuselloviridae;Alphafusellovirus,8,0.00348182,0.00356179
Alphaglobulovirus cinderense,2843678,Viruses;;;;Globuloviridae;Alphaglobulovirus,1,0.000435227,0.000445224
Alphaglobulovirus obsidianense,2843676,Viruses;;;;Globuloviridae;Alphaglobulovirus,1,0.000435227,0.000445224
Alphaglobulovirus pozzuoliense,2843675,Viruses;;;;Globuloviridae;Alphaglobulovirus,2,0.000870455,0.000890448
Alphaglobulovirus sileriense,2843677,Viruses;;;;Globuloviridae;Alphaglobulovirus,2,0.000870455,0.000890448
Alphahymrhavirus hirtum,2844834,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphahymrhavirus,3,0.00130568,0.00133567
Alphahypovirus botrytidis,2955283,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,2,0.000870455,0.000890448
Alphahypovirus cryphonectriae,2955284,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,7,0.00304659,0.00311657
Alphahypovirus fusarii,2955285,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,3,0.00130568,0.00133567
Alphahypovirus macrophominae,2955288,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,3,0.00130568,0.00133567
Alphahypovirus sacchari,2955289,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,5,0.00217614,0.00222612
Alphahypovirus trichodermae,2955290,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Alphahypovirus,1,0.000435227,0.000445224
Alphainfluenzavirus influenzae,2955291,Viruses;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus,16,0.00696364,0.00712359
Alphalipothrixvirus beppuense,2734584,Viruses;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Alphalipothrixvirus,11,0.0047875,0.00489746
Alphalipothrixvirus umijigokuense,2734583,Viruses;Taleaviricota;Tokiviricetes;Ligamenvirales;Lipothrixviridae;Alphalipothrixvirus,8,0.00348182,0.00356179
Alphamesonivirus casuarinaense,1945562,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,1,0.000435227,0.000445224
Alphamesonivirus cavallyense,1312874,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,4,0.00174091,0.0017809
Alphamesonivirus daknongense,1945561,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,3,0.00130568,0.00133567
Alphamesonivirus diankeense,2734511,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,2,0.000870455,0.000890448
Alphamesonivirus karangense,1945560,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,4,0.00174091,0.0017809
Alphamesonivirus ofaieorum,2501925,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,1,0.000435227,0.000445224
Alphamesonivirus yichangense,2955292,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mesoniviridae;Alphamesonivirus,2,0.000870455,0.000890448
Alphamononivirus schmidteae,3433755,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Mononiviridae;Alphamononivirus,13,0.00565795,0.00578791
Alphanemrhavirus sodak,3059718,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanemrhavirus,3,0.00130568,0.00133567
Alphanodavirus nodamuraense,3426216,Viruses;Kitrinoviricota;Magsaviricetes;Nodamuvirales;Nodaviridae;Alphanodavirus,1,0.000435227,0.000445224
Alphanucleorhabdovirus agavis,3059719,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,11,0.0047875,0.00489746
Alphanucleorhabdovirus colocasiae,2749935,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,3,0.00130568,0.00133567
Alphanucleorhabdovirus maydis,2748973,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,1,0.000435227,0.000445224
Alphanucleorhabdovirus morogoromaydis,2734367,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,1,0.000435227,0.000445224
Alphanucleorhabdovirus physostegiae,2734368,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,1,0.000435227,0.000445224
Alphanucleorhabdovirus pruni,2845774,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,1,0.000435227,0.000445224
Alphanucleorhabdovirus tritici,2734369,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,2,0.000870455,0.000890448
Alphanucleorhabdovirus zeairanense,2953667,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphanucleorhabdovirus,2,0.000870455,0.000890448
Alphanudivirus alterdromelanogasteris,3051615,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,41,0.0178443,0.0182542
Alphanudivirus droinnubilae,3047810,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,58,0.0252432,0.025823
Alphanudivirus dromelanogasteris,3051616,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,25,0.0108807,0.0111306
Alphanudivirus grybimaculati,3047860,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,52,0.0226318,0.0231517
Alphanudivirus oryrhinocerotis,3048239,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,24,0.0104455,0.0106854
Alphanudivirus quartudromelanogasteris,3051617,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,104,0.0452636,0.0463033
Alphanudivirus tertidromelanogasteris,3051618,Viruses;;Naldaviricetes;Lefavirales;Nudiviridae;Alphanudivirus,91,0.0396057,0.0405154
Alphaovalivirus fumarolicaense,3426222,Viruses;;;;Ovaliviridae;Alphaovalivirus,3,0.00130568,0.00133567
Alphapapillomavirus 11,337049,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,2,0.000870455,0.000890448
Alphapapillomavirus 12,10570,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,6,0.00261136,0.00267134
Alphapapillomavirus 13,333766,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 2,337039,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 3,333767,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 4,337043,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 6,337050,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 7,337042,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,1,0.000435227,0.000445224
Alphapapillomavirus 9,337041,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Alphapapillomavirus,4,0.00174091,0.0017809
Alphapaprhavirus gata,3426223,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphapaprhavirus,1,0.000435227,0.000445224
Alphapaprhavirus hubei,2844862,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphapaprhavirus,1,0.000435227,0.000445224
Alphapaprhavirus orgi,3426224,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alphapaprhavirus,3,0.00130568,0.00133567
