Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Geobacillus phage GBK2,1458842,Viruses;Uroviricota;Caudoviricetes;;;,27,0.0117511,0.0120211
Geobacillus virus E2,447909,Viruses;Uroviricota;Caudoviricetes;;;,14,0.00609318,0.00623314
Geobacillus virus E3,1572712,Viruses;Uroviricota;Caudoviricetes;;;,100,0.0435227,0.0445224
Gequatrovirus ID52,1910968,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus,1,0.000435227,0.000445224
Gervaisevirus GP4,2846044,Viruses;Uroviricota;Caudoviricetes;;;Gervaisevirus,38,0.0165386,0.0169185
Gervaisevirus claudettte,2846041,Viruses;Uroviricota;Caudoviricetes;;;Gervaisevirus,16,0.00696364,0.00712359
Gervaisevirus gervaise,2846047,Viruses;Uroviricota;Caudoviricetes;;;Gervaisevirus,32,0.0139273,0.0142472
Gesputvirus gsput1,2560500,Viruses;Uroviricota;Caudoviricetes;;;Gesputvirus,92,0.0400409,0.0409606
Getalongvirus asapag,2734198,Viruses;Uroviricota;Caudoviricetes;;;Getalongvirus,16,0.00696364,0.00712359
Getalongvirus bentherdunthat,2734199,Viruses;Uroviricota;Caudoviricetes;;;Getalongvirus,52,0.0226318,0.0231517
Getalongvirus getalong,2734200,Viruses;Uroviricota;Caudoviricetes;;;Getalongvirus,15,0.00652841,0.00667836
Getalongvirus kenna,2734201,Viruses;Uroviricota;Caudoviricetes;;;Getalongvirus,3,0.00130568,0.00133567
Getseptimavirus GMA7,2560496,Viruses;Uroviricota;Caudoviricetes;;;Getseptimavirus,14,0.00609318,0.00623314
Getseptimavirus GTE7,2560498,Viruses;Uroviricota;Caudoviricetes;;;Getseptimavirus,28,0.0121864,0.0124663
Ghobesvirus ghobes,2560499,Viruses;Uroviricota;Caudoviricetes;;;Ghobesvirus,74,0.0322068,0.0329466
Ghuizhouvirus A1432,3429002,Viruses;Uroviricota;Caudoviricetes;;Mesyanzhinovviridae;Ghuizhouvirus,42,0.0182795,0.0186994
Ghunavirus Pf1ERZ2017,2733620,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ghunavirus,3,0.00130568,0.00133567
Ghunavirus Psa17,2733622,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ghunavirus,1,0.000435227,0.000445224
Ghunavirus WRT,1981932,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ghunavirus,2,0.000870455,0.000890448
Ghunavirus gh1,1985740,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ghunavirus,4,0.00174091,0.0017809
Ghunavirus gv17A,3429007,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ghunavirus,62,0.0269841,0.0276039
Giant panda anellovirus,2016460,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;,5,0.00217614,0.00222612
Giant panda associated gemycircularvirus,2016461,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemycircularvirus,3,0.00130568,0.00133567
Giant panda circovirus 1,2016456,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus,3,0.00130568,0.00133567
Giant panda circovirus 2,2016457,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus,1,0.000435227,0.000445224
Gibbetvirus rsm4,2955947,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Kyanoviridae;Gibbetvirus,86,0.0374295,0.0382893
Gigaspora margarita giardia-like virus 1,2082658,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Giardiaviridae;Giardiavirus,1,0.000435227,0.000445224
Gihfavirus geohabitans,2844651,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gihfavirus,1,0.000435227,0.000445224
Gihfavirus pelohabitans,2844652,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gihfavirus,154,0.067025,0.0685645
Gilesvirus giles,1982151,Viruses;Uroviricota;Caudoviricetes;;;Gilesvirus,219,0.0953148,0.0975041
Gilgameshvirus gilgamesh,3429029,Viruses;Uroviricota;Caudoviricetes;;;Gilgameshvirus,493,0.214567,0.219495
Giliycovirus chthonadaptatum,3429034,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,1,0.000435227,0.000445224
Giliycovirus chthonovivens,3429039,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,3,0.00130568,0.00133567
Giliycovirus geoadaptatum,3429041,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,3,0.00130568,0.00133567
Giliycovirus geocola,3429042,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,2,0.000870455,0.000890448
Giliycovirus lutivicinum,3429048,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,1,0.000435227,0.000445224
Giliycovirus peladaptatum,3429051,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,1,0.000435227,0.000445224
Giliycovirus telluricola,3429059,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,1,0.000435227,0.000445224
Giliycovirus tellurihabitans,3429060,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Giliycovirus,1,0.000435227,0.000445224
Gillianvirus oneinagillian,2734236,Viruses;Uroviricota;Caudoviricetes;;;Gillianvirus,146,0.0635432,0.0650027
Gilsonvirus comrade,2846395,Viruses;Uroviricota;Caudoviricetes;;Stanwilliamsviridae;Gilsonvirus,76,0.0330773,0.033837
Gilsonvirus gilson,2846398,Viruses;Uroviricota;Caudoviricetes;;Stanwilliamsviridae;Gilsonvirus,30,0.0130568,0.0133567
Gimaduovirus GMA2,3060018,Viruses;Uroviricota;Caudoviricetes;;;Gimaduovirus,61,0.0265489,0.0271587
Gladiatorvirus CloudWang3,2955948,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,1,0.000435227,0.000445224
Gladiatorvirus blinn1,2955949,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,5,0.00217614,0.00222612
Gladiatorvirus ericB,1041406,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,5,0.00217614,0.00222612
Gladiatorvirus hammer,1034103,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,1,0.000435227,0.000445224
Gladiatorvirus jewelbug,2955950,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,2,0.000870455,0.000890448
Gladiatorvirus koko,2955951,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,3,0.00130568,0.00133567
Gladiatorvirus priamo,2955952,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,11,0.0047875,0.00489746
Gladiatorvirus zaka,2955953,Viruses;Uroviricota;Caudoviricetes;;;Gladiatorvirus,1,0.000435227,0.000445224
Glaedevirus gv2H10,2844173,Viruses;Uroviricota;Caudoviricetes;;;Glaedevirus,28,0.0121864,0.0124663
Glaucusvirus ssm5,2955956,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Kyanoviridae;Glaucusvirus,21,0.00913977,0.00934971
Glossinavirus glopallidipedis,3052209,Viruses;;Naldaviricetes;Lefavirales;Hytrosaviridae;Glossinavirus,160,0.0696364,0.0712359
Glutamicibacter phage Voltaire,2891955,Viruses;Uroviricota;Caudoviricetes;;;,1,0.000435227,0.000445224
Glyciruvirus geovicinum,2844654,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Glyciruvirus,1,0.000435227,0.000445224
Goat torovirus,1837217,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Tobaniviridae;Torovirus,1,0.000435227,0.000445224
Godonkavirus godonK,2734237,Viruses;Uroviricota;Caudoviricetes;;;Godonkavirus,13,0.00565795,0.00578791
Godonkavirus phendrix,3060020,Viruses;Uroviricota;Caudoviricetes;;;Godonkavirus,10,0.00435227,0.00445224
Goettingenvirus goe8,2843793,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Goettingenvirus,53,0.023067,0.0235969
Gofduovirus GF2,2560409,Viruses;Uroviricota;Caudoviricetes;;;Gofduovirus,6,0.00261136,0.00267134
Gofduovirus edno5,2955957,Viruses;Uroviricota;Caudoviricetes;;;Gofduovirus,8,0.00348182,0.00356179
Gokushovirinae Bog1183_53,1655646,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;,2,0.000870455,0.000890448
Gokushovirinae Bog8989_22,1655650,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;,2,0.000870455,0.000890448
Gokushovirinae Fen7875_21,1655659,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;,1,0.000435227,0.000445224
Golden Marseillevirus,1720526,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Marseilleviridae;Marseillevirus,148,0.0644136,0.0658932
Golden shiner totivirus,1856030,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Orthototiviridae;,4,0.00174091,0.0017809
Gonggongvirus R7l,3060021,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Gonggongvirus,28,0.0121864,0.0124663
Goodmanvirus goodman,2734238,Viruses;Uroviricota;Caudoviricetes;;;Goodmanvirus,66,0.028725,0.0293848
Goose astrovirus,1349999,Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,1,0.000435227,0.000445224
Goose calicivirus,1493858,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;,9,0.00391705,0.00400702
Goose dicistrovirus,1776109,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Dicistroviridae;,2,0.000870455,0.000890448
Gordonia phage CaptainKirk2,1887643,Viruses;Uroviricota;Caudoviricetes;;;Jujuvirus,78,0.0339477,0.0347275
Gordonia phage Cucurbita,1887645,Viruses;Uroviricota;Caudoviricetes;;;Smoothievirus,6,0.00261136,0.00267134
Gordonia phage GMA1,1647470,Viruses;Uroviricota;Caudoviricetes;;;,148,0.0644136,0.0658932
Gordonia phage GMA4,1647471,Viruses;Uroviricota;Caudoviricetes;;;,85,0.0369943,0.037844
Gordonia phage Guacamole,1821553,Viruses;Uroviricota;Caudoviricetes;;;Jujuvirus,23,0.0100102,0.0102402
Gordonia phage JSwag,1887649,Viruses;Uroviricota;Caudoviricetes;;;Soupsvirus,1,0.000435227,0.000445224
Gordonia phage Obliviate,1821559,Viruses;Uroviricota;Caudoviricetes;;;Jujuvirus,19,0.00826932,0.00845926
Gordonia phage Rosalind,1838077,Viruses;Uroviricota;Caudoviricetes;;;Soupsvirus,3,0.00130568,0.00133567
Gordonia phage UmaThurman,1821563,Viruses;Uroviricota;Caudoviricetes;;;Jujuvirus,22,0.009575,0.00979493
Gordonia phage Utz,1838081,Viruses;Uroviricota;Caudoviricetes;;;Jujuvirus,21,0.00913977,0.00934971
Gordonvirus breylor17,3429075,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,3,0.00130568,0.00133567
Gordonvirus captnmurica,1982153,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,3,0.00130568,0.00133567
Gordonvirus castortray,3429076,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,1,0.000435227,0.000445224
Gordonvirus devitoJr,3429078,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,3,0.00130568,0.00133567
Gordonvirus gordon,1982154,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,1,0.000435227,0.000445224
Gordonvirus nightmare,3429079,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,4,0.00174091,0.0017809
Gordonvirus niktson,3429080,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,1,0.000435227,0.000445224
Gordonvirus sciencewizsam,3429081,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,1,0.000435227,0.000445224
Gordonvirus synepsis,3429082,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,2,0.000870455,0.000890448
Gordonvirus tatanka,3429083,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,2,0.000870455,0.000890448
Gordonvirus teacup,3429084,Viruses;Uroviricota;Caudoviricetes;;;Gordonvirus,5,0.00217614,0.00222612
Gordtnkvirus gordtnk2,1982219,Viruses;Uroviricota;Caudoviricetes;;;Gordtnkvirus,175,0.0761648,0.0779142
Gorganvirus isfahan,2560650,Viruses;Uroviricota;Caudoviricetes;;;Gorganvirus,41,0.0178443,0.0182542
Gorjumvirus jumbo,2560503,Viruses;Uroviricota;Caudoviricetes;;;Gorjumvirus,99,0.0430875,0.0440772
Goslarvirus goslar,2734109,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Goslarvirus,127,0.0552739,0.0565435
Gosmusatellite mestae,3429093,Viruses;;;;Alphasatellitidae;Gosmusatellite,2,0.000870455,0.000890448
Goukovirus aphalarae,3060022,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Phenuiviridae;Goukovirus,3,0.00130568,0.00133567
Goukovirus cumutoense,3052210,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Phenuiviridae;Goukovirus,2,0.000870455,0.000890448
Goukovirus gouleakoense,3052211,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Phenuiviridae;Goukovirus,1,0.000435227,0.000445224
Goukovirus yichangense,3052212,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Phenuiviridae;Goukovirus,4,0.00174091,0.0017809
Goutanap virus,1560351,Viruses;;;;;,1,0.000435227,0.000445224
Grablovirus silvestris,3429096,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Grablovirus,1,0.000435227,0.000445224
Grablovirus vitis,3429097,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Grablovirus,2,0.000870455,0.000890448
Graikaemvirus YenM3117,3429098,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Graikaemvirus,10,0.00435227,0.00445224
Grapevine Cabernet Sauvignon reovirus,1640277,Viruses;Duplornaviricota;Resentoviricetes;Reovirales;;,6,0.00261136,0.00267134
Grapevine Red Globe virus,103723,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;Tymoviridae;Maculavirus,1,0.000435227,0.000445224
Grapevine associated tymo-like virus,2338396,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;;,33,0.0143625,0.0146924
Grapevine leafroll-associated virus 6,203168,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Closteroviridae;Ampelovirus,1,0.000435227,0.000445224
Green Sichuan pepper nucleorhabdovirus,2802554,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Nucleorhabdovirus,100,0.0435227,0.0445224
Greenvirus ssm4,2955958,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Kyanoviridae;Greenvirus,86,0.0374295,0.0382893
Gregsiragusavirus CPD2,2843985,Viruses;Uroviricota;Caudoviricetes;;Guelinviridae;Gregsiragusavirus,2,0.000870455,0.000890448
Gregsiragusavirus CPS1,2843986,Viruses;Uroviricota;Caudoviricetes;;Guelinviridae;Gregsiragusavirus,22,0.009575,0.00979493
Gregsiragusavirus phi24R,2843989,Viruses;Uroviricota;Caudoviricetes;;Guelinviridae;Gregsiragusavirus,1,0.000435227,0.000445224
Gremmeniella abietina RNA virus L2,279539,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Orthototiviridae;Totivirus,2,0.000870455,0.000890448
Gremmeniella abietina non-host-specific mitochondrial RNA virus S1,1136061,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Mitovirus,2,0.000870455,0.000890448
Grendvuvirus asiocola,2844785,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Grendvuvirus,1,0.000435227,0.000445224
Grisebachstrassevirus goe3,2843794,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Grisebachstrassevirus,17,0.00739886,0.00756881
Groundnut ringspot and Tomato chlorotic spot virus reassortant,1027232,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Tospoviridae;,2,0.000870455,0.000890448
Grusopivirus arecrocra,3429112,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Grusopivirus,2,0.000870455,0.000890448
Grutrevirus GMA5,3060025,Viruses;Uroviricota;Caudoviricetes;;;Grutrevirus,58,0.0252432,0.025823
Grutrevirus GRU3,3060026,Viruses;Uroviricota;Caudoviricetes;;;Grutrevirus,43,0.0187148,0.0191446
Gruunavirus GRU1,2955960,Viruses;Uroviricota;Caudoviricetes;;Zierdtviridae;Gruunavirus,114,0.0496159,0.0507555
Gruunavirus GTE5,2955961,Viruses;Uroviricota;Caudoviricetes;;Zierdtviridae;Gruunavirus,44,0.01915,0.0195899
Gruunavirus flapper,2955962,Viruses;Uroviricota;Caudoviricetes;;Zierdtviridae;Gruunavirus,40,0.0174091,0.017809
Gruunavirus turuncu,2955963,Viruses;Uroviricota;Caudoviricetes;;Zierdtviridae;Gruunavirus,29,0.0126216,0.0129115
Gualtarvirus mp1,2955964,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Gualtarvirus,131,0.0570148,0.0583244
Guangdong chinese water snake picornavirus,2116179,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;;,1,0.000435227,0.000445224
Guangdong red-banded snake torovirus,2116384,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Tobaniviridae;Torovirus,3,0.00130568,0.00133567
Guelphvirus ACGM12,1945565,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Guelphvirus,34,0.0147977,0.0151376
Guinea pig adenovirus,47901,Viruses;Preplasmiviricota;Pharingeaviricetes;Rowavirales;Adenoviridae;Mastadenovirus,279,0.121428,0.124218
Gulmivirus asiohabitans,2844795,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gulmivirus,2,0.000870455,0.000890448
Gulmivirus asiovivens,2844797,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Gulmivirus,1,0.000435227,0.000445224
Gundelvirus Gundel,2955965,Viruses;Uroviricota;Caudoviricetes;;Pachyviridae;Gundelvirus,27,0.0117511,0.0120211
Gustavvirus gustav,2560501,Viruses;Uroviricota;Caudoviricetes;;;Gustavvirus,141,0.061367,0.0627766
Gustavvirus mahdia,2560505,Viruses;Uroviricota;Caudoviricetes;;;Gustavvirus,51,0.0221966,0.0227064
Gwanakrovirus SNUABM08,2955966,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Gwanakrovirus,61,0.0265489,0.0271587
Gyeongsanvirus DURPI,2733918,Viruses;Uroviricota;Caudoviricetes;Autographivirales;;Gyeongsanvirus,4,0.00174091,0.0017809
Gyeongsanvirus RsoP1EGY,2733919,Viruses;Uroviricota;Caudoviricetes;Autographivirales;;Gyeongsanvirus,9,0.00391705,0.00400702
Gyrovirus chickenanemia,3047743,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Gyrovirus,2,0.000870455,0.000890448
Gyrovirus galga1,2844800,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Gyrovirus,1,0.000435227,0.000445224
Gyrovirus homsa4,2844805,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Gyrovirus,1,0.000435227,0.000445224
Gyrovirus myferr1,2844807,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Gyrovirus,1,0.000435227,0.000445224
Habenivirus RS551,2734293,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Habenivirus,9,0.00391705,0.00400702
Habenivirus RS603,1977299,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Habenivirus,7,0.00304659,0.00311657
Habenivirus RSM1,1977297,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Habenivirus,2,0.000870455,0.000890448
Habenivirus RSM3,1977298,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Habenivirus,2,0.000870455,0.000890448
Hacavirus italiense,3429137,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Druskaviridae;Hacavirus,83,0.0361239,0.0369536
Hacihdavirus animalis,2955969,Viruses;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Hacihdavirus,17,0.00739886,0.00756881
Hadakavirus nanga,2955970,Viruses;Pisuviricota;;;Hadakaviridae;Hadakavirus,2,0.000870455,0.000890448
Hadassahvirus azbtza1,2843628,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Hadassahvirus,18,0.00783409,0.00801403
Hadassahvirus pht2,2843638,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Hadassahvirus,19,0.00826932,0.00845926
Haeldovirus asiohabitans,3429138,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Haeldovirus,1,0.000435227,0.000445224
Haemophilus phage Aaphi23,230158,Viruses;Uroviricota;Caudoviricetes;;;,7,0.00304659,0.00311657
Haemophilus phage SuMu,483266,Viruses;Uroviricota;Caudoviricetes;;;,123,0.053533,0.0547626
Haetaevirus PBC2,3060027,Viruses;Uroviricota;Caudoviricetes;;;Haetaevirus,35,0.015233,0.0155828
Hafyongvirus yong1,3429141,Viruses;Uroviricota;Caudoviricetes;;;Hafyongvirus,17,0.00739886,0.00756881
Hagravirus capitaneum,3429142,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Halomagnusviridae;Hagravirus,88,0.0383,0.0391797
Hahkesevirus borborocola,2844810,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hahkesevirus,1,0.000435227,0.000445224
Hahsevirus borboradaptatum,3429146,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Hahsevirus,1,0.000435227,0.000445224
Hahsevirus caenadaptatum,3429147,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Hahsevirus,1,0.000435227,0.000445224
Haifavirus tim68,2955972,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Kyanoviridae;Haifavirus,101,0.043958,0.0449676
Haihevirus PP9W2,3429152,Viruses;Uroviricota;Caudoviricetes;;;Haihevirus,19,0.00826932,0.00845926
Halastavi arva RNA virus,1088890,Viruses;;;;;,4,0.00174091,0.0017809
Halcalevirus arvivivens,2844811,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Halcalevirus,2,0.000870455,0.000890448
Halcyonevirus C7Cdelta,2845733,Viruses;Uroviricota;Caudoviricetes;;;Halcyonevirus,3,0.00130568,0.00133567
Halcyonevirus halcyone,2845737,Viruses;Uroviricota;Caudoviricetes;;;Halcyonevirus,1,0.000435227,0.000445224
Halcyonevirus scottie,2845746,Viruses;Uroviricota;Caudoviricetes;;;Halcyonevirus,21,0.00913977,0.00934971
Halcyonevirus tripp,2560619,Viruses;Uroviricota;Caudoviricetes;;;Halcyonevirus,4,0.00174091,0.0017809
Halcyonevirus unity,2845748,Viruses;Uroviricota;Caudoviricetes;;;Halcyonevirus,3,0.00130568,0.00133567
Halfdanvirus halfdan,3429154,Viruses;Uroviricota;Caudoviricetes;;;Halfdanvirus,17,0.00739886,0.00756881
Halhan virus 2,2480177,Viruses;;;;;,1,0.000435227,0.000445224
Halocynthia phage JM-2012,1173297,Viruses;Uroviricota;Caudoviricetes;;;,20,0.00870455,0.00890448
Haloferacalesvirus HF2,2844816,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,2,0.000870455,0.000890448
Haloferacalesvirus eilatense,3429155,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,5,0.00217614,0.00222612
Haloferacalesvirus moolapense,3429156,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,2,0.000870455,0.000890448
Haloferacalesvirus pyrstotum,3429157,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,9,0.00391705,0.00400702
Haloferacalesvirus salis,3429158,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,6,0.00261136,0.00267134
Haloferacalesvirus samutsakhonense,3429159,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,5,0.00217614,0.00222612
Haloferacalesvirus serpentinense,3429160,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,297,0.129263,0.132232
Haloferacalesvirus thailandense,3429161,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Haloferacalesvirus,8,0.00348182,0.00356179
Halohivirus suolae,3429162,Viruses;Uroviricota;Caudoviricetes;;Saparoviridae;Halohivirus,83,0.0361239,0.0369536
Halorubrum tailed phage 7,2847108,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae;Mincapvirus,8,0.00348182,0.00356179
Halovirus HCTV-5,1273748,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Druskaviridae;Tredecimvirus,19,0.00826932,0.00845926
Halovirus VNH-1,1500510,Viruses;;;;;,2,0.000870455,0.000890448
Hanrivervirus PGN590,2844227,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,2,0.000870455,0.000890448
Hanrivervirus aalborv,2844239,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,3,0.00130568,0.00133567
Hanrivervirus aaroes,2844240,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,4,0.00174091,0.0017809
Hanrivervirus grams,2844255,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,1,0.000435227,0.000445224
Hanrivervirus haarsle,2844256,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,1,0.000435227,0.000445224
Hanrivervirus henu8,2844205,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,2,0.000870455,0.000890448
Hanrivervirus herni,2844257,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,3,0.00130568,0.00133567
Hanrivervirus hv2019SD1,2736192,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,3,0.00130568,0.00133567
Hanrivervirus pSf1,2560762,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,1,0.000435227,0.000445224
Hanrivervirus slyngel,2846141,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hanrivervirus,1,0.000435227,0.000445224
Hantavirus Z10,93830,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Hantaviridae;Orthohantavirus,1,0.000435227,0.000445224
Hapavirus bangoran,2955980,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus flanders,1972612,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,2,0.000870455,0.000890448
Hapavirus graylodge,1972613,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,5,0.00217614,0.00222612
Hapavirus hartpark,1972614,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,2,0.000870455,0.000890448
