taxonomy_id	count
2786849	975
3426078	0
2846031	0
2786547	612
3426082	0
2846035	0
2786779	589
2842682	0
2844284	0
2786447	20094
2842659	2
2844106	0
2786137	16310
2844107	0
2786157	2171
2844105	0
2786255	332
2843148	0
2846676	0
2786111	14479
2842556	30
2843854	0
2786439	10498
2843855	0
2786338	847
2842750	63
2844998	0
2786310	6741
2844996	0
2786234	622
2844997	0
2786225	578
2844999	0
2786818	532
3429881	0
2846171	0
2786133	495
2844994	0
2786065	423
2844995	0
2786081	405
2843061	0
2846410	0
2786276	7761
2846409	0
2786806	542
2842900	0
2845676	0
2786744	7749
2842879	0
2845638	0
2786612	6088
2842817	0
2845482	0
2786467	4000
2842830	10
2845528	0
2786083	1197
2845526	0
2786831	1110
2845527	0
2786753	742
2845525	0
2786329	660
2845529	0
2786138	147
2842741	0
2844979	0
2786440	3811
2842794	0
2845059	0
2786387	3439
2843151	17
2846683	0
2786102	1744
2846684	0
2786119	364
3152556	0
3427631	0
2845495	0
2786135	2054
2842648	0
2844090	0
2786529	1450
2842876	0
2845631	0
2786281	1298
2842553	0
2843849	0
2786003	1124
2842724	0
2844822	0
2786484	1116
2842386	0
2843718	0
2786643	1088
2842376	0
2843691	0
2786140	963
2842744	0
2844983	0
2786250	897
2842812	0
2845119	0
2786476	866
2843026	0
2846172	0
2786145	757
3152517	0
3426328	0
2846020	0
2786696	712
2842798	0
2845064	0
2786619	687
2842983	0
2845978	0
2786769	648
2842935	0
2845751	0
2786816	592
2842753	0
2845003	0
2786743	386
2843136	0
2846662	0
2786539	361
2842841	0
2845556	0
2786631	299
2842904	0
2845681	0
2786732	260
2842603	0
2843946	0
2786272	246
2842580	0
2843904	0
2786185	208
2843021	0
2846166	0
2786301	200
2842723	0
2844820	0
2786825	193
2842811	0
2845118	0
2786726	169
2843131	0
2846624	0
2786725	126
2842768	0
2845021	0
2786787	112
2843142	0
2846669	0
2786407	90
2842605	0
2843949	0
2786493	60
2842708	0
2844657	0
2786735	24
2842801	0
2845069	0
2786734	20
2842318	0
2842807	0
2845112	0
2786620	67506
2842379	0
2843696	0
154784	39625
2843018	0
2846144	0
2786531	5526
2842784	0
2845039	0
2786720	2522
2843078	0
2846434	0
2786427	533
2842403	0
2843839	0
2786478	531
2842249	10997
2842332	120768
2842802	0
2845070	0
2786389	10829043
2842702	0
2844652	0
2786405	6921689
2843700	0
2786221	1827
2843699	0
2786347	245
2844651	0
2786333	185
2843698	0
2786335	170
2843094	0
2846450	0
2786465	2449902
2853017	5654
3153200	309153
3429425	0
2845031	0
2786466	575705
2843802	0
2786279	177452
3429618	0
2844772	0
2786265	113073
3429619	0
2844773	0
2786326	112655
3429550	0
2844781	0
2786360	102889
3429624	0
2844753	0
2786032	85491
3429296	0
2844693	0
2786812	34313
3429533	0
2845489	0
2786799	28642
2843816	0
2786076	24512
3429582	0
2844710	0
2786271	19847
3429588	0
